Codigo,Nome,Cargo,Ano,Mês,Assiduidade,Pontualidade,Cumprimento Tarefas,Comportamento,Nota Final,Classificação
331,Laura Massango,Contabilista,2021,abril,9,4,9,8,7.5,Bom
332,Gonçalo Teixeira,Analista de Dados,2021,novembro,9,7,6,7,7.25,Bom
333,Sofia Lopes,Assistente Financeiro,2022,agosto,7,7,9,8,7.75,Bom
334,Fernando Ribeiro,Recursos Humanos,2021,junho,7,5,7,6,6.25,Regular
335,Rui Mendes,Diretor de Departamento,2023,janeiro,9,7,4,8,7.0,Bom
336,Diana Baptista,Engenheiro,2023,setembro,9,7,9,8,8.25,Muito Bom
337,Luís Correia,Assistente Administrativo,2022,março,9,7,9,8,8.25,Muito Bom
338,Lúcia Chapo,Engenheiro,2021,julho,6,6,7,8,6.75,Bom
339,Lúcia Carvalho,Marketing,2022,setembro,3,7,9,8,6.75,Bom
340,Alexandre Monteiro,Assistente Financeiro,2021,janeiro,7,6,9,8,7.5,Bom
341,António Ribeiro,Supervisor,2022,julho,9,7,8,8,8.0,Muito Bom
342,Diana Alves,Assistente de Direção,2024,março,6,7,9,8,7.5,Bom
343,Tânia Pinto,Consultor,2022,junho,5,7,9,8,7.25,Bom
344,Patrícia Machado,Contabilista,2023,setembro,7,7,9,8,7.75,Bom
345,Catarina Nunes,Assistente de Direção,2023,julho,9,7,7,8,7.75,Bom
346,Luís Ferreira,Auditor,2023,dezembro,8,7,7,8,7.5,Bom
347,Helena Lopes,Designer,2022,junho,9,7,8,8,8.0,Muito Bom
348,António Soares,Auditor,2024,abril,7,7,9,8,7.75,Bom
349,Tânia Matos,Assistente Financeiro,2022,outubro,6,7,9,8,7.5,Bom
350,Raquel Pinto,Técnico de Informática,2024,abril,9,7,9,8,8.25,Muito Bom
351,Ricardo Machel,Supervisor,2021,maio,9,7,7,6,7.25,Bom
352,André Ferreira,Auditor,2021,março,8,7,9,8,8.0,Muito Bom
353,Nuno Machado,Técnico de Laboratório,2024,agosto,9,7,9,8,8.25,Muito Bom
354,Patrícia Chicava,Gestor de Projetos,2022,setembro,9,7,9,8,8.25,Muito Bom
355,Carlos Carvalho,Contabilista,2023,março,9,5,6,8,7.0,Bom
356,Patrícia Correia,Marketing,2021,dezembro,7,7,9,8,7.75,Bom
357,Gonçalo Vieira,Contabilista,2022,abril,9,7,6,8,7.5,Bom
358,Marcelo Carvalho,Diretor de Departamento,2022,junho,6,6,9,8,7.25,Bom
359,José Chapo,Secretariado,2023,dezembro,8,7,9,8,8.0,Muito Bom
360,Cláudia Massango,Supervisor,2024,julho,9,7,7,8,7.75,Bom
361,Helena Barros,Técnico de Informática,2022,julho,7,7,7,8,7.25,Bom
362,Inês Albazine,Recursos Humanos,2024,maio,9,7,6,7,7.25,Bom
363,Eduarda Marques,Técnico de Informática,2021,novembro,7,7,7,8,7.25,Bom
364,Manuel Rocha,Designer,2022,outubro,7,7,9,8,7.75,Bom
365,Maria Vieira,Assistente de Direção,2022,fevereiro,9,6,9,8,8.0,Muito Bom
366,Sara Manave,Técnico de Laboratório,2023,abril,9,6,9,7,7.75,Bom
367,Paulo Lopes,Coordenador,2022,maio,9,6,6,8,7.25,Bom
368,Raquel Rocha,Assistente de Direção,2021,setembro,9,7,9,8,8.25,Muito Bom
369,Pedro Ribeiro,Técnico de Informática,2021,março,6,7,9,8,7.5,Bom
370,Helena Correia,Secretariado,2023,setembro,9,6,7,8,7.5,Bom
371,Ana Teixeira,Assistente Financeiro,2021,março,5,7,6,8,6.5,Bom
372,Vítor Machel,Assistente Financeiro,2021,abril,9,6,6,8,7.25,Bom
373,Laura Costa,Consultor,2024,janeiro,4,7,9,6,6.5,Bom
374,Mariana Machava,Designer,2021,setembro,4,6,9,8,6.75,Bom
375,Eduarda Silva,Supervisor,2024,julho,9,7,6,7,7.25,Bom
376,Filipa Cruz,Engenheiro,2022,agosto,9,7,6,8,7.5,Bom
377,Luís Raposo,Assistente de Direção,2023,abril,9,4,9,8,7.5,Bom
378,José Monteiro,Auditor,2023,maio,8,6,8,8,7.5,Bom
379,Marta Mendes,Assistente de Direção,2024,maio,8,7,7,7,7.25,Bom
380,Marta Chicava,Analista de Dados,2023,fevereiro,9,7,9,8,8.25,Muito Bom
381,Pedro Correia,Técnico de Informática,2024,agosto,9,7,5,8,7.25,Bom
382,Hugo Benjamim,Assistente Financeiro,2023,maio,8,7,9,8,8.0,Muito Bom
383,Alexandre Fernandes,Consultor,2022,maio,6,7,8,8,7.25,Bom
384,António Monteiro,Secretariado,2022,setembro,8,7,8,6,7.25,Bom
385,Fernando Raposo,Designer,2024,março,9,6,7,8,7.5,Bom
386,Marcelo Rodrigues,Consultor,2022,março,9,7,9,8,8.25,Muito Bom
387,José Rodrigues,Assistente de Direção,2024,dezembro,9,7,9,8,8.25,Muito Bom
388,Beatriz Rocha,Designer,2024,junho,9,7,3,8,6.75,Bom
389,Cláudia Vieira,Consultor,2021,maio,9,7,6,8,7.5,Bom
390,Cláudia Monteiro,Supervisor,2021,abril,9,7,5,8,7.25,Bom
391,Luís Alves,Assistente de Direção,2022,junho,9,7,7,8,7.75,Bom
392,Vítor Santos,Técnico de Laboratório,2024,outubro,8,7,9,7,7.75,Bom
393,Sara Pinto,Recursos Humanos,2022,setembro,6,6,9,8,7.25,Bom
394,Inês Neves,Secretariado,2024,maio,9,7,7,8,7.75,Bom
395,José Mendes,Gestor de Projetos,2024,outubro,9,7,8,8,8.0,Muito Bom
396,Patrícia Barros,Engenheiro,2023,dezembro,8,7,6,8,7.25,Bom
397,Marta Albazine,Secretariado,2023,setembro,9,6,8,8,7.75,Bom
398,Helena Raposo,Assistente Administrativo,2024,dezembro,8,7,9,8,8.0,Muito Bom
399,Sofia Massango,Técnico de Informática,2024,novembro,9,7,8,8,8.0,Muito Bom
400,Laura Nunes,Coordenador,2024,abril,9,5,8,7,7.25,Bom
401,Patrícia Raposo,Consultor,2021,abril,9,6,9,8,8.0,Muito Bom
402,Laura Silva,Assistente Administrativo,2022,maio,9,7,5,8,7.25,Bom
403,Filipa Correia,Contabilista,2021,dezembro,9,7,6,8,7.5,Bom
404,André Morais,Marketing,2023,agosto,8,7,9,8,8.0,Muito Bom
405,Sara Moreira,Analista de Dados,2024,setembro,8,6,9,8,7.75,Bom
406,Miguel Albazine,Consultor,2021,julho,9,7,9,8,8.25,Muito Bom
407,Tânia Coelho,Analista de Dados,2024,agosto,9,7,6,8,7.5,Bom
408,Sara Chapo,Assistente Financeiro,2022,maio,9,5,8,7,7.25,Bom
409,Manuel Alves,Engenheiro,2021,agosto,5,7,9,8,7.25,Bom
410,Mariana Gomes,Secretariado,2021,junho,9,6,7,8,7.5,Bom
411,Luís Monteiro,Diretor de Departamento,2023,janeiro,9,7,9,8,8.25,Muito Bom
412,Manuel Chicava,Assistente de Direção,2022,março,8,7,8,8,7.75,Bom
413,Manuel Azevedo,Assistente Administrativo,2023,dezembro,6,7,9,7,7.25,Bom
414,Gonçalo Machado,Auditor,2022,janeiro,8,7,9,8,8.0,Muito Bom
415,Helena Matos,Assistente Administrativo,2024,setembro,8,6,8,8,7.5,Bom
416,Lúcia Nunes,Secretariado,2022,outubro,6,7,8,8,7.25,Bom
417,Catarina Massango,Marketing,2021,junho,9,7,8,8,8.0,Muito Bom
418,Maria Santos,Consultor,2022,março,7,7,9,8,7.75,Bom
419,Miguel Correia,Assistente de Direção,2024,novembro,6,7,6,7,6.5,Bom
420,José Alves,Técnico de Laboratório,2021,julho,8,7,6,8,7.25,Bom
421,André Rocha,Contabilista,2022,dezembro,7,7,9,6,7.25,Bom
422,Pedro Massango,Coordenador,2024,maio,8,7,6,8,7.25,Bom
423,Alexandre Chapo,Assistente Administrativo,2024,janeiro,7,7,9,8,7.75,Bom
424,José Conceiao,Diretor de Departamento,2022,setembro,8,6,7,7,7.0,Bom
425,Fernando Carvalho,Marketing,2023,abril,7,6,8,8,7.25,Bom
426,Rui Soares,Engenheiro,2024,dezembro,7,7,8,8,7.5,Bom
427,Vítor Machava,Marketing,2022,março,8,7,7,8,7.5,Bom
428,Helena Costa,Assistente Administrativo,2023,junho,9,6,6,7,7.0,Bom
429,Gonçalo Ferreira,Designer,2022,junho,9,7,9,8,8.25,Muito Bom
430,Pedro Marques,Contabilista,2022,setembro,7,7,9,8,7.75,Bom
431,Pedro Vieira,Designer,2024,julho,9,7,9,8,8.25,Muito Bom
432,Miguel Rocha,Recursos Humanos,2022,janeiro,9,7,7,7,7.5,Bom
433,António Benjamim,Contabilista,2021,dezembro,8,7,8,8,7.75,Bom
434,Ana Azevedo,Gestor de Projetos,2021,março,6,7,8,8,7.25,Bom
435,Inês Alves,Assistente Financeiro,2024,outubro,8,7,7,7,7.25,Bom
436,Rui Nunes,Técnico de Informática,2023,outubro,7,7,8,8,7.5,Bom
437,João Ferreira,Assistente de Direção,2021,setembro,6,7,9,8,7.5,Bom
438,Gonçalo Conceiao,Técnico de Informática,2022,outubro,9,7,9,7,8.0,Muito Bom
439,Maria Machado,Designer,2021,janeiro,9,7,8,8,8.0,Muito Bom
440,Diana Rocha,Assistente Administrativo,2021,outubro,9,4,8,8,7.25,Bom
441,Sara Nunes,Técnico de Informática,2023,dezembro,9,5,9,8,7.75,Bom
442,Helena Rodrigues,Assistente Administrativo,2024,fevereiro,7,7,9,5,7.0,Bom
443,Patrícia Coelho,Gestor de Projetos,2023,março,9,6,8,7,7.5,Bom
444,Maria Raposo,Designer,2024,agosto,7,7,9,8,7.75,Bom
445,Sara Neves,Auditor,2021,maio,9,7,8,7,7.75,Bom
446,Sofia Machel,Gestor de Projetos,2023,junho,9,7,8,8,8.0,Muito Bom
447,Catarina Silva,Designer,2024,agosto,6,7,7,8,7.0,Bom
448,Manuel Teixeira,Recursos Humanos,2022,agosto,8,5,7,8,7.0,Bom
449,Paulo Teixeira,Técnico de Informática,2021,setembro,6,5,5,8,6.0,Regular
450,Sara Azevedo,Engenheiro,2021,julho,9,6,7,8,7.5,Bom
451,Vítor Nunes,Diretor de Departamento,2022,dezembro,9,6,8,8,7.75,Bom
452,Francisco Machava,Coordenador,2024,abril,8,7,8,8,7.75,Bom
453,Manuel Marques,Auditor,2022,agosto,9,7,9,8,8.25,Muito Bom
454,Miguel Pereira,Técnico de Laboratório,2022,maio,9,7,5,7,7.0,Bom
455,Francisco Moreira,Técnico de Informática,2023,maio,7,5,7,8,6.75,Bom
456,Mariana Chapo,Analista de Dados,2022,junho,9,7,8,8,8.0,Muito Bom
457,Luís Cruz,Marketing,2023,outubro,8,7,9,8,8.0,Muito Bom
458,Raquel Ribeiro,Técnico de Informática,2022,abril,9,7,9,8,8.25,Muito Bom
459,Nuno Massango,Designer,2023,junho,9,6,8,8,7.75,Bom
460,Marcelo Fernandes,Marketing,2024,outubro,8,6,9,8,7.75,Bom
461,Ana Rodrigues,Técnico de Laboratório,2022,maio,5,7,9,8,7.25,Bom
462,Laura Gomes,Coordenador,2024,fevereiro,9,7,8,8,8.0,Muito Bom
463,Patrícia Cardoso,Secretariado,2024,abril,7,7,5,8,6.75,Bom
464,Raquel Pinto,Diretor de Departamento,2021,novembro,7,6,6,5,6.0,Regular
465,Fernando Correia,Auditor,2023,março,7,7,9,8,7.75,Bom
466,José Silva,Gestor de Projetos,2021,abril,9,7,9,8,8.25,Muito Bom
467,José Coelho,Assistente Administrativo,2024,outubro,9,4,7,8,7.0,Bom
468,Rui Alves,Recursos Humanos,2021,setembro,8,7,6,7,7.0,Bom
469,Alexandre Matos,Coordenador,2024,agosto,7,6,7,8,7.0,Bom
470,Hugo Santos,Assistente de Direção,2021,maio,9,7,8,7,7.75,Bom
471,Diana Carvalho,Assistente Administrativo,2022,maio,9,7,9,8,8.25,Muito Bom
472,Diana Lopes,Assistente Financeiro,2021,março,9,7,8,8,8.0,Muito Bom
473,Filipa Silva,Técnico de Informática,2024,maio,8,7,9,7,7.75,Bom
474,Ricardo Costa,Auditor,2022,dezembro,6,7,3,8,6.0,Regular
475,Ana Monteiro,Diretor de Departamento,2021,outubro,9,6,9,8,8.0,Muito Bom
476,João Silva,Analista de Dados,2022,janeiro,9,7,8,8,8.0,Muito Bom
477,Raquel Raposo,Engenheiro,2024,junho,9,7,5,8,7.25,Bom
478,Alexandre Martins,Assistente de Direção,2022,abril,9,7,6,8,7.5,Bom
479,Fernando Costa,Contabilista,2024,julho,9,7,6,7,7.25,Bom
480,Hugo Alves,Assistente Financeiro,2023,agosto,9,7,9,6,7.75,Bom
481,Gonçalo Coelho,Consultor,2024,abril,7,6,9,8,7.5,Bom
482,Diana Rocha,Marketing,2024,fevereiro,7,5,7,8,6.75,Bom
483,Vítor Santos,Designer,2021,outubro,7,7,6,8,7.0,Bom
484,Pedro Moreira,Supervisor,2022,setembro,9,7,9,7,8.0,Muito Bom
485,João Neves,Coordenador,2021,agosto,9,7,8,8,8.0,Muito Bom
486,Bruno Martins,Técnico de Informática,2021,setembro,9,7,9,8,8.25,Muito Bom
487,Ricardo Moreira,Analista de Dados,2024,maio,8,7,9,8,8.0,Muito Bom
488,Marcelo Costa,Secretariado,2021,agosto,9,5,9,7,7.5,Bom
489,António Chicava,Recursos Humanos,2023,maio,8,7,5,8,7.0,Bom
490,Pedro Machel,Assistente de Direção,2024,janeiro,7,7,8,8,7.5,Bom
491,Nuno Manave,Assistente Administrativo,2023,junho,9,7,8,8,8.0,Muito Bom
492,Carlos Pereira,Analista de Dados,2023,maio,9,7,3,7,6.5,Bom
493,Eduarda Mendes,Contabilista,2022,fevereiro,6,7,8,8,7.25,Bom
494,Luís Ferreira,Coordenador,2024,março,9,7,5,7,7.0,Bom
495,Francisco Ferreira,Designer,2023,maio,8,7,9,8,8.0,Muito Bom
496,João Monteiro,Supervisor,2024,julho,4,7,8,8,6.75,Bom
497,Rui Coelho,Assistente de Direção,2021,agosto,7,7,7,8,7.25,Bom
498,António Moreira,Marketing,2024,março,9,7,9,8,8.25,Muito Bom
499,Tânia Teixeira,Secretariado,2024,outubro,9,7,9,8,8.25,Muito Bom
500,Gonçalo Coelho,Assistente Administrativo,2021,outubro,6,7,4,8,6.25,Regular
501,Rui Monteiro,Designer,2022,maio,9,7,6,8,7.5,Bom
502,Pedro Machel,Marketing,2023,agosto,9,7,8,8,8.0,Muito Bom
503,Diana Conceiao,Supervisor,2023,março,8,7,9,8,8.0,Muito Bom
504,Inês Ribeiro,Assistente Administrativo,2023,janeiro,8,7,9,8,8.0,Muito Bom
505,Bruno Alves,Engenheiro,2024,março,8,7,8,8,7.75,Bom
506,Helena Cardoso,Engenheiro,2023,dezembro,7,7,9,8,7.75,Bom
507,Beatriz Conceiao,Recursos Humanos,2021,dezembro,6,7,8,7,7.0,Bom
508,Catarina Machel,Marketing,2021,outubro,9,7,7,8,7.75,Bom
509,Teresa Chicava,Gestor de Projetos,2022,dezembro,9,7,9,8,8.25,Muito Bom
510,Pedro Machado,Coordenador,2022,julho,6,4,7,8,6.25,Regular
511,Sofia Gomes,Técnico de Laboratório,2021,novembro,4,6,8,8,6.5,Bom
512,Raquel Moreira,Marketing,2024,agosto,9,7,8,8,8.0,Muito Bom
513,Raquel Nunes,Técnico de Laboratório,2021,novembro,8,7,7,8,7.5,Bom
514,Bruno Nunes,Supervisor,2022,julho,9,7,7,8,7.75,Bom
515,Pedro Morais,Recursos Humanos,2023,abril,9,7,6,6,7.0,Bom
516,Diana Nunes,Analista de Dados,2024,setembro,7,7,9,8,7.75,Bom
517,Marta Gomes,Auditor,2024,junho,6,7,8,8,7.25,Bom
518,Marta Chicava,Gestor de Projetos,2024,março,5,7,9,8,7.25,Bom
519,Diana Martins,Diretor de Departamento,2021,setembro,9,5,8,8,7.5,Bom
520,Fernando Conceiao,Técnico de Laboratório,2021,setembro,4,7,7,8,6.5,Bom
521,Miguel Monteiro,Designer,2024,julho,8,7,7,8,7.5,Bom
522,Raquel Morais,Secretariado,2022,novembro,8,6,9,8,7.75,Bom
523,Ricardo Marques,Marketing,2021,março,7,7,9,7,7.5,Bom
524,Miguel Alves,Contabilista,2024,fevereiro,8,6,7,8,7.25,Bom
525,Manuel Cruz,Contabilista,2022,junho,9,6,6,6,6.75,Bom
526,Francisco Raposo,Assistente Financeiro,2022,julho,9,7,6,8,7.5,Bom
527,Marcelo Rodrigues,Assistente Administrativo,2021,novembro,6,7,7,7,6.75,Bom
528,Miguel Fernandes,Diretor de Departamento,2024,março,6,5,8,8,6.75,Bom
529,André Carvalho,Recursos Humanos,2024,maio,9,7,7,8,7.75,Bom
530,Paulo Carvalho,Designer,2024,julho,9,7,7,8,7.75,Bom
531,Fernando Machava,Recursos Humanos,2024,novembro,7,7,6,7,6.75,Bom
532,Filipa Pereira,Assistente Financeiro,2024,agosto,9,6,7,8,7.5,Bom
533,Ricardo Chapo,Designer,2022,agosto,9,7,8,8,8.0,Muito Bom
534,Alexandre Conceiao,Técnico de Informática,2022,novembro,7,7,9,7,7.5,Bom
535,André Neves,Assistente Administrativo,2024,abril,8,7,9,8,8.0,Muito Bom
536,Mariana Silva,Assistente Administrativo,2023,janeiro,8,7,6,8,7.25,Bom
537,José Martins,Analista de Dados,2022,outubro,8,6,9,8,7.75,Bom
538,Pedro Conceiao,Auditor,2021,novembro,9,6,7,8,7.5,Bom
539,André Conceiao,Supervisor,2022,abril,9,7,9,7,8.0,Muito Bom
540,Vítor Barros,Técnico de Informática,2023,agosto,9,7,6,8,7.5,Bom
541,Catarina Benjamim,Engenheiro,2021,fevereiro,7,7,9,7,7.5,Bom
542,Ricardo Ferreira,Auditor,2021,março,6,7,9,8,7.5,Bom
543,Pedro Conceiao,Auditor,2023,junho,9,5,5,7,6.5,Bom
544,Paulo Correia,Diretor de Departamento,2021,junho,8,7,9,7,7.75,Bom
545,Manuel Chapo,Engenheiro,2024,março,7,7,9,7,7.5,Bom
546,Patrícia Costa,Coordenador,2023,dezembro,6,7,9,7,7.25,Bom
547,Manuel Chicava,Recursos Humanos,2022,setembro,9,7,9,7,8.0,Muito Bom
548,Filipa Raposo,Técnico de Laboratório,2022,julho,7,6,5,8,6.5,Bom
549,Gonçalo Barros,Analista de Dados,2023,julho,7,7,8,6,7.0,Bom
550,Hugo Rodrigues,Diretor de Departamento,2024,abril,9,7,9,8,8.25,Muito Bom
551,Paulo Monteiro,Gestor de Projetos,2021,fevereiro,7,7,7,8,7.25,Bom
552,Nuno Vieira,Diretor de Departamento,2021,março,9,5,7,8,7.25,Bom
553,Ricardo Albazine,Consultor,2022,junho,7,7,9,8,7.75,Bom
554,José Baptista,Consultor,2021,novembro,9,7,9,8,8.25,Muito Bom
555,Hugo Machado,Marketing,2022,agosto,6,7,7,6,6.5,Bom
556,Cláudia Nunes,Técnico de Laboratório,2024,maio,7,7,6,8,7.0,Bom
557,Inês Benjamim,Marketing,2021,outubro,9,7,9,8,8.25,Muito Bom
558,Sara Morais,Contabilista,2022,novembro,9,6,9,8,8.0,Muito Bom
559,Patrícia Carvalho,Designer,2021,setembro,9,7,9,7,8.0,Muito Bom
560,Pedro Benjamim,Contabilista,2023,agosto,9,5,8,8,7.5,Bom
561,Fernando Coelho,Marketing,2024,junho,7,7,9,8,7.75,Bom
562,Manuel Rodrigues,Consultor,2023,julho,9,7,7,8,7.75,Bom
563,Bruno Soares,Técnico de Laboratório,2023,maio,7,7,6,8,7.0,Bom
564,Miguel Azevedo,Analista de Dados,2022,fevereiro,3,7,9,8,6.75,Bom
565,Raquel Costa,Supervisor,2024,novembro,9,5,9,7,7.5,Bom
566,Maria Chapo,Assistente de Direção,2021,agosto,6,7,9,8,7.5,Bom
567,André Machado,Marketing,2024,outubro,9,7,9,8,8.25,Muito Bom
568,Bruno Mendes,Assistente Administrativo,2024,julho,6,7,6,7,6.5,Bom
569,Gonçalo Barros,Consultor,2022,abril,9,7,9,8,8.25,Muito Bom
570,Francisco Pereira,Coordenador,2023,julho,8,7,7,8,7.5,Bom
571,Filipa Alves,Técnico de Informática,2024,novembro,7,7,9,8,7.75,Bom
572,Helena Machel,Engenheiro,2021,julho,9,7,9,8,8.25,Muito Bom
573,Ricardo Coelho,Consultor,2023,maio,9,5,6,8,7.0,Bom
574,Ana Neves,Supervisor,2021,maio,6,7,8,8,7.25,Bom
575,Rui Chicava,Designer,2022,março,9,7,8,8,8.0,Muito Bom
576,Nuno Marques,Técnico de Informática,2023,janeiro,4,7,9,7,6.75,Bom
577,Cláudia Lopes,Contabilista,2021,fevereiro,9,7,6,8,7.5,Bom
578,Beatriz Coelho,Designer,2023,março,8,7,9,8,8.0,Muito Bom
579,Raquel Martins,Técnico de Laboratório,2021,setembro,5,5,9,8,6.75,Bom
580,Mariana Coelho,Consultor,2024,outubro,3,7,6,8,6.0,Regular
581,Ana Morais,Assistente Financeiro,2023,abril,9,7,9,8,8.25,Muito Bom
582,Hugo Manave,Auditor,2022,maio,9,7,9,8,8.25,Muito Bom
583,Rui Monteiro,Contabilista,2022,março,9,7,7,6,7.25,Bom
584,Marcelo Moreira,Assistente Administrativo,2024,março,9,7,6,7,7.25,Bom
585,Eduarda Nunes,Designer,2024,fevereiro,9,7,9,8,8.25,Muito Bom
586,Carlos Carvalho,Recursos Humanos,2024,setembro,9,7,6,8,7.5,Bom
587,Francisco Rodrigues,Consultor,2024,janeiro,9,7,9,8,8.25,Muito Bom
588,Beatriz Machado,Gestor de Projetos,2021,setembro,9,7,8,8,8.0,Muito Bom
589,Nuno Soares,Consultor,2024,janeiro,9,6,9,7,7.75,Bom
590,Eduarda Gomes,Supervisor,2023,outubro,9,6,9,7,7.75,Bom
591,Filipa Chapo,Supervisor,2024,setembro,9,7,4,8,7.0,Bom
592,Vítor Cardoso,Contabilista,2024,março,7,6,4,8,6.25,Regular
593,Pedro Carvalho,Assistente Financeiro,2024,fevereiro,7,7,9,8,7.75,Bom
594,António Coelho,Secretariado,2023,outubro,8,7,9,8,8.0,Muito Bom
595,Beatriz Pinto,Técnico de Laboratório,2022,novembro,9,7,9,8,8.25,Muito Bom
596,Tânia Chicava,Diretor de Departamento,2022,setembro,9,7,9,7,8.0,Muito Bom
597,João Machava,Recursos Humanos,2024,março,8,6,5,8,6.75,Bom
598,Sara Moreira,Diretor de Departamento,2022,agosto,6,7,9,7,7.25,Bom
599,Filipa Teixeira,Supervisor,2023,maio,9,7,7,8,7.75,Bom
600,Ricardo Gomes,Supervisor,2022,setembro,9,7,7,8,7.75,Bom
601,António Machava,Assistente de Direção,2023,janeiro,7,5,9,5,6.5,Bom
602,Alexandre Monteiro,Recursos Humanos,2021,fevereiro,4,6,3,8,5.25,Regular
603,Beatriz Benjamim,Designer,2021,julho,4,7,9,8,7.0,Bom
604,Sara Nunes,Engenheiro,2021,novembro,9,7,9,8,8.25,Muito Bom
605,Catarina Ribeiro,Consultor,2023,janeiro,8,7,8,8,7.75,Bom
606,Beatriz Raposo,Consultor,2023,março,9,7,9,8,8.25,Muito Bom
607,Fernando Neves,Engenheiro,2024,dezembro,9,6,9,8,8.0,Muito Bom
608,Beatriz Carvalho,Engenheiro,2021,julho,8,7,8,8,7.75,Bom
609,Sofia Cardoso,Técnico de Laboratório,2024,abril,6,7,9,7,7.25,Bom
610,Gonçalo Benjamim,Técnico de Laboratório,2023,novembro,9,7,9,6,7.75,Bom
611,Gonçalo Alves,Engenheiro,2024,outubro,9,7,8,8,8.0,Muito Bom
612,José Fernandes,Gestor de Projetos,2021,setembro,9,7,6,8,7.5,Bom
613,Carlos Machava,Contabilista,2022,agosto,9,7,8,8,8.0,Muito Bom
614,Laura Manave,Assistente de Direção,2024,novembro,9,7,9,8,8.25,Muito Bom
615,Gonçalo Teixeira,Auditor,2023,janeiro,4,7,9,8,7.0,Bom
616,Nuno Silva,Marketing,2023,julho,7,4,6,8,6.25,Regular
617,Francisco Machado,Analista de Dados,2023,novembro,9,7,8,8,8.0,Muito Bom
618,Fernando Machava,Contabilista,2024,janeiro,8,5,7,8,7.0,Bom
619,Francisco Pereira,Técnico de Laboratório,2022,dezembro,9,7,7,8,7.75,Bom
620,Sara Teixeira,Assistente Administrativo,2022,setembro,9,7,9,8,8.25,Muito Bom
621,Eduarda Rodrigues,Marketing,2021,maio,9,7,9,8,8.25,Muito Bom
622,Nuno Gomes,Marketing,2021,outubro,6,7,7,8,7.0,Bom
623,Vítor Conceiao,Engenheiro,2022,abril,8,7,6,8,7.25,Bom
624,Ana Costa,Marketing,2021,novembro,6,6,8,8,7.0,Bom
625,Alexandre Correia,Gestor de Projetos,2022,maio,6,7,8,7,7.0,Bom
626,Alexandre Barros,Assistente Administrativo,2022,junho,9,6,8,8,7.75,Bom
627,Helena Azevedo,Recursos Humanos,2024,abril,6,7,9,8,7.5,Bom
628,Sara Martins,Coordenador,2022,novembro,9,7,6,8,7.5,Bom
629,João Rodrigues,Técnico de Informática,2024,fevereiro,8,7,5,8,7.0,Bom
630,António Nunes,Secretariado,2021,outubro,9,7,9,7,8.0,Muito Bom
631,Paulo Cardoso,Coordenador,2021,agosto,9,7,7,8,7.75,Bom
632,Maria Albazine,Técnico de Informática,2021,fevereiro,7,5,9,8,7.25,Bom
633,Pedro Rocha,Contabilista,2021,fevereiro,9,7,7,6,7.25,Bom
634,Alexandre Massango,Assistente de Direção,2022,setembro,5,7,9,8,7.25,Bom
635,Mariana Baptista,Auditor,2023,novembro,6,7,8,8,7.25,Bom
636,Paulo Ferreira,Auditor,2022,julho,8,7,9,8,8.0,Muito Bom
637,Beatriz Chapo,Gestor de Projetos,2023,julho,6,7,6,8,6.75,Bom
638,Ana Martins,Recursos Humanos,2023,agosto,9,7,9,8,8.25,Muito Bom
639,Raquel Costa,Assistente de Direção,2024,março,7,7,9,8,7.75,Bom
640,António Gomes,Supervisor,2022,julho,6,7,8,8,7.25,Bom
641,Miguel Raposo,Técnico de Informática,2023,julho,8,7,9,8,8.0,Muito Bom
642,Lúcia Machado,Técnico de Laboratório,2021,setembro,8,6,6,8,7.0,Bom
643,José Ferreira,Técnico de Laboratório,2023,maio,9,7,8,8,8.0,Muito Bom
644,Ana Rocha,Assistente Administrativo,2021,setembro,8,7,6,8,7.25,Bom
645,Vítor Coelho,Consultor,2023,março,9,7,5,8,7.25,Bom
646,Helena Benjamim,Recursos Humanos,2022,junho,9,7,7,8,7.75,Bom
647,Raquel Gomes,Técnico de Informática,2023,outubro,9,7,8,8,8.0,Muito Bom
648,José Coelho,Técnico de Informática,2023,dezembro,9,7,6,8,7.5,Bom
649,Ricardo Matos,Coordenador,2024,outubro,4,7,7,7,6.25,Regular
650,Raquel Vieira,Marketing,2023,maio,7,7,9,8,7.75,Bom
651,Nuno Pinto,Analista de Dados,2023,julho,3,7,8,7,6.25,Regular
652,Filipa Vieira,Designer,2024,dezembro,7,7,5,7,6.5,Bom
653,José Conceiao,Marketing,2023,dezembro,7,7,9,8,7.75,Bom
654,António Albazine,Assistente Financeiro,2024,abril,8,7,6,8,7.25,Bom
655,Eduarda Marques,Diretor de Departamento,2021,abril,9,7,9,8,8.25,Muito Bom
656,Tânia Chicava,Marketing,2024,março,7,7,7,8,7.25,Bom
657,Paulo Conceiao,Assistente de Direção,2021,setembro,9,7,9,8,8.25,Muito Bom
658,Fernando Azevedo,Engenheiro,2024,julho,5,7,8,8,7.0,Bom
659,Eduarda Nunes,Recursos Humanos,2024,agosto,9,7,7,6,7.25,Bom
660,Gonçalo Morais,Técnico de Informática,2023,maio,9,6,7,7,7.25,Bom
661,João Chicava,Técnico de Laboratório,2022,agosto,8,6,7,8,7.25,Bom
662,Rui Pereira,Assistente Administrativo,2023,julho,9,7,6,8,7.5,Bom
663,Filipa Massango,Gestor de Projetos,2023,setembro,7,7,7,8,7.25,Bom
664,Lúcia Silva,Assistente de Direção,2021,abril,9,7,5,7,7.0,Bom
